respondentId,v38,v39,v63,v102,v103,v104,v105,v106,v107,v143,v144,v185,v186,v187,v188,v199,v200,v201,v202,v203,v149,v159,v150,v152,v153,v160,v154,v155,v156,v157,v158,v163
3320,0.11,0.33,0.89,0.56,0.78,0.89,0.78,0.67,0.67,0.78,0.78,0.44,0.56,0.78,1.0,0.5,0.5,0.5,0.5,0.5,0.44,0.33,0.67,0.78,0.44,0.56,0.33,0.44,0.56,0.67,0.44,0.67
3321,0.44,0.78,0.22,0.44,0.56,0.11,0.56,0.44,0.56,0.44,0.33,0.22,0.22,0.44,1.0,0.5,0.75,0.75,0.75,0.5,0.11,0.11,0.11,0.11,0.56,0.44,0.44,0.44,0.56,0.44,0.56,0.67
3322,1.0,0.78,0.0,0.56,0.56,0.78,0.67,0.33,0.44,0.67,0.33,0.56,0.78,0.78,0.22,0.75,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0.0,1.0,0.44,0.78,0.22,0.78,0.78,0.0,0.33
3323,0.44,0.44,0.56,0.44,0.44,0.0,1.0,0.0,0.0,0.56,0.0,0.44,0.89,1.0,0.0,0.5,0.75,0.25,0.25,0.25,0.0,0.56,0.0,0.0,1.0,0.0,0.78,1.0,0.78,0.78,0.44,0.0
3324,0.67,0.67,0.78,0.56,0.33,0.78,0.44,0.33,0.67,0.67,0.56,0.33,0.78,0.67,0.44,0.75,0.5,0.75,0.25,0.25,0.22,0.56,0.22,0.67,0.56,0.67,0.56,0.67,0.67,0.67,0.78,0.67
3325,0.56,0.22,1.0,0.44,0.0,1.0,0.56,0.0,0.33,0.44,0.22,0.22,0.56,0.56,1.0,0.75,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.44,0.0,0.0,0.0,0.78
3326,0.44,0.67,0.44,0.33,0.44,0.89,1.0,0.33,0.89,0.56,0.44,0.33,0.78,1.0,0.11,0.75,0.75,0.25,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.44,1.0,0.44,0.0,0.0,0.0
3327,0.78,1.0,0.67,0.33,0.44,0.56,0.67,0.67,0.44,0.89,0.78,0.33,0.67,0.56,0.67,1.0,1.0,0.25,0.75,0.25,0.44,0.22,0.11,0.0,1.0,0.22,0.78,0.33,0.67,0.33,0.22,0.0
3328,0.89,0.89,0.0,0.33,0.33,0.67,0.78,0.78,0.33,0.89,0.78,0.11,0.67,0.56,0.22,0.75,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.78,0.22,0.78,0.78,0.89,0.89,0.33,0.0
3329,0.56,0.89,0.0,0.44,0.56,0.56,0.56,0.11,0.78,0.44,0.44,0.22,0.22,0.89,0.56,0.0,0.75,0.25,0.25,0.75,0.0,0.44,0.0,0.0,1.0,0.44,1.0,1.0,1.0,1.0,0.0,0.78
3330,1.0,0.89,0.22,0.11,0.56,0.78,0.33,0.56,0.67,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.11,0.0,0.11,0.0,0.44,0.44,0.0,0.0,0.11,0.22
3331,0.89,0.89,1.0,0.44,0.0,0.89,0.56,0.0,0.11,0.44,0.44,0.56,0.56,0.56,0.56,0.75,0.5,0.25,0.25,0.75,0.22,0.22,0.44,0.0,0.0,0.0,0.22,0.44,0.0,0.0,0.67,0.0
3332,0.44,0.78,0.56,0.22,0.78,0.22,0.78,0.78,0.78,0.33,0.33,0.0,0.0,0.56,1.0,0.75,0.75,0.0,0.0,0.5,0.0,0.44,0.0,0.0,0.44,0.0,0.44,0.44,0.44,0.0,0.44,0.44
3333,0.89,0.78,1.0,0.44,0.33,0.11,0.56,0.44,0.67,0.67,0.78,0.0,0.56,0.67,0.78,0.75,0.5,0.5,0.25,0.75,0.11,0.33,0.0,0.0,0.67,0.11,0.44,0.78,0.33,0.0,0.33,0.0
3334,0.78,0.78,1.0,0.67,0.11,0.33,0.56,0.22,0.33,0.89,0.89,0.78,0.22,0.0,0.89,0.75,0.0,0.75,0.75,0.0,0.44,0.0,0.56,0.33,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3335,0.89,0.89,0.67,0.33,0.78,0.56,0.89,0.33,0.78,1.0,0.67,0.78,0.78,0.78,0.78,0.75,0.75,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.44,1.0,1.0,0.0,1.0,1.0,0.0
3336,0.67,0.78,1.0,0.44,0.78,0.56,0.56,0.67,0.56,0.67,0.67,0.22,0.67,0.56,0.78,0.75,1.0,0.75,0.0,0.0,0.11,0.33,0.11,0.0,0.89,0.22,0.67,0.56,0.56,0.11,0.0,0.0
3337,1.0,1.0,1.0,0.44,1.0,1.0,0.22,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.75,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3338,1.0,0.67,0.0,0.56,0.78,1.0,1.0,0.22,0.78,0.56,0.56,0.67,1.0,1.0,0.33,0.0,0.5,0.75,0.25,0.25,0.0,1.0,0.0,0.67,0.89,0.44,0.44,1.0,0.44,0.22,1.0,0.22
3339,0.67,0.44,0.89,0.44,0.56,0.67,0.56,0.56,0.78,0.67,0.44,0.67,1.0,0.67,0.22,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.67,0.22,0.44,0.67,0.67,0.44,0.44,0.0
3340,0.67,0.67,0.89,1.0,0.0,0.0,0.56,1.0,1.0,0.67,0.67,1.0,1.0,0.78,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3341,0.67,0.67,0.0,0.44,0.67,0.78,0.78,0.78,0.56,0.44,0.44,0.67,0.44,0.78,0.33,0.25,0.5,0.25,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0.22,1.0,1.0,0.78,0.78,1.0,0.89
3342,0.33,0.78,1.0,0.33,0.44,0.44,0.89,0.56,0.78,0.78,0.78,0.67,0.67,0.44,0.22,0.5,0.5,0.75,1.0,0.5,0.11,0.0,0.89,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
3343,0.89,0.89,0.0,0.0,0.44,1.0,0.67,0.89,0.67,0.11,0.0,0.33,0.44,0.33,0.56,0.5,0.5,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.78,0.0,0.67,0.78,0.78,0.11,0.89,0.0
3344,0.56,0.78,0.0,0.67,0.67,0.78,0.67,0.33,0.78,0.89,0.56,0.11,0.11,0.44,0.11,0.75,0.75,0.5,0.75,0.25,0.0,0.22,0.0,0.44,1.0,0.67,0.67,0.89,0.67,0.67,0.67,0.0
3345,0.89,0.78,0.0,0.22,0.33,0.22,0.22,0.67,0.44,0.78,0.67,0.33,0.44,0.67,0.22,0.5,0.75,0.25,0.25,0.25,0.0,0.0,0.11,0.0,1.0,0.33,0.89,0.89,0.78,0.22,0.56,0.11
3346,0.67,0.67,1.0,1.0,0.22,0.78,0.67,0.44,0.11,0.78,0.67,0.67,1.0,1.0,0.0,0.75,0.75,0.5,0.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3347,1.0,0.67,1.0,1.0,0.0,0.56,1.0,0.56,0.56,1.0,0.78,0.56,0.89,0.56,0.33,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.0
3348,0.44,0.22,0.22,0.44,0.56,0.56,0.56,0.56,0.56,1.0,1.0,0.56,0.56,0.56,0.56,0.5,0.0,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.44,0.44,0.89,0.89,0.89,1.0,0.44,0.0
3349,0.78,0.89,0.89,0.78,0.56,0.78,0.78,0.22,0.78,0.89,0.78,0.89,0.89,0.89,1.0,0.5,0.75,0.5,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.44,0.44,0.44,0.0,0.0
3350,0.44,0.22,0.22,0.44,0.67,0.56,0.89,0.22,0.56,0.89,0.56,0.33,0.33,0.44,0.44,0.75,0.25,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.89,0.22,0.67,0.67,0.67,0.22,0.33,0.0
3351,0.22,0.78,0.0,0.33,0.33,0.67,1.0,0.56,0.56,0.89,0.78,0.0,0.22,0.44,0.56,1.0,1.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,1.0,0.78,1.0,1.0,1.0,0.56,1.0,0.0
3352,0.78,0.67,0.44,0.78,0.22,0.22,0.89,0.56,0.67,0.78,0.78,0.56,0.78,0.89,0.33,0.25,0.75,0.75,0.25,0.25,0.0,0.33,0.11,0.22,1.0,0.0,1.0,1.0,1.0,0.33,0.78,0.56
3353,1.0,1.0,0.78,0.56,1.0,0.89,0.78,1.0,0.78,0.56,0.33,0.11,0.11,0.11,0.33,0.5,1.0,0.5,0.0,0.25,0.0,0.56,0.0,0.0,1.0,0.33,0.67,1.0,0.78,1.0,0.78,0.0
3354,0.0,0.44,1.0,0.0,1.0,0.67,0.67,0.22,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0,0.67,0.11
3355,0.44,0.78,0.22,0.44,1.0,0.56,0.56,0.78,0.56,0.78,0.44,0.56,0.89,0.78,0.22,0.25,0.75,0.0,0.25,0.25,0.0,0.22,0.0,0.0,1.0,0.44,1.0,1.0,1.0,0.78,0.67,0.0
3356,0.67,0.78,0.44,0.33,0.44,0.67,0.78,0.44,0.67,0.78,0.56,0.56,0.67,0.67,0.56,0.75,0.75,0.25,0.25,0.0,0.11,0.11,0.0,0.11,0.67,0.56,0.67,0.56,0.22,0.44,0.22,0.0
3357,0.78,0.89,0.0,0.11,0.33,0.33,0.89,0.89,0.33,0.11,0.78,0.22,0.22,0.22,0.78,0.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.89,0.22,0.78,0.22
3358,1.0,1.0,0.44,0.44,0.89,0.56,0.11,0.11,0.56,0.22,0.67,0.33,0.22,0.44,0.0,0.25,0.5,0.75,0.5,0.5,0.0,0.0,0.11,0.0,1.0,0.0,0.44,1.0,1.0,0.56,0.44,0.78
3359,0.78,0.67,0.22,0.56,0.33,0.67,0.78,0.56,0.22,0.67,0.67,0.89,0.89,0.89,0.89,0.25,0.25,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.44,0.44,0.33,0.44,0.89
3360,1.0,1.0,1.0,0.56,0.67,1.0,1.0,1.0,0.56,0.56,0.56,0.33,0.11,0.44,0.33,0.75,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.44,0.56,0.56,0.56,0.0,1.0,0.0
3361,1.0,1.0,1.0,0.44,1.0,0.0,0.0,0.56,0.56,0.44,0.44,0.56,0.56,0.56,0.56,1.0,1.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.67,0.0,0.0,0.78
3362,0.56,0.89,0.67,0.44,0.44,0.33,0.56,0.33,0.44,0.78,0.33,0.0,0.0,0.0,0.56,1.0,0.25,0.25,0.5,0.25,0.0,0.11,0.0,0.0,1.0,0.33,0.78,1.0,0.67,0.78,1.0,0.0
3363,0.78,0.78,0.0,0.22,0.33,0.33,0.67,0.67,0.44,0.67,0.56,0.11,0.22,0.33,0.67,1.0,1.0,0.25,0.25,0.0,0.44,0.56,0.22,0.11,1.0,0.67,0.44,1.0,0.78,0.78,0.89,0.11
3364,0.78,0.78,0.44,0.44,0.67,0.78,0.89,0.22,0.78,0.67,0.56,0.56,0.56,0.56,0.33,0.5,0.75,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.89,0.44,0.89,0.89,0.89,0.0,0.56,0.0
3365,0.11,0.0,0.11,0.44,0.67,0.0,0.11,0.22,0.56,0.22,0.22,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3366,0.67,0.44,0.67,0.67,0.56,0.56,0.44,0.33,0.44,0.67,0.44,0.44,0.33,0.44,0.56,0.5,0.25,0.5,0.5,0.75,1.0,0.33,1.0,0.78,0.56,0.11,1.0,0.44,0.56,0.56,0.0,0.33
3367,0.56,0.78,1.0,0.44,0.67,0.44,0.78,0.44,1.0,1.0,1.0,0.33,0.78,0.22,0.44,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.56,0.22,0.0,0.0,0.0
3368,0.0,0.78,1.0,0.44,0.0,0.44,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3369,0.56,0.56,0.0,0.44,0.56,0.78,0.67,0.67,0.56,0.56,0.22,0.44,0.44,0.56,0.44,0.5,0.5,0.5,0.5,0.5,0.56,0.33,0.67,0.44,0.22,0.33,0.33,0.67,0.33,0.33,0.33,0.56
3370,0.67,0.56,0.56,0.78,0.67,0.78,0.89,0.67,0.56,0.67,0.67,0.78,0.67,0.67,0.67,0.75,0.25,0.25,0.25,0.25,0.22,0.22,0.22,0.11,0.0,0.22,0.33,0.33,0.33,0.11,0.11,0.33
3371,1.0,0.56,0.67,0.67,0.78,0.67,0.89,0.78,0.78,0.67,0.67,0.67,0.67,0.67,0.67,0.5,0.5,0.5,0.5,0.75,0.44,0.33,0.44,0.33,0.33,0.44,0.33,0.44,0.33,0.22,0.22,0.44
3372,0.78,0.78,0.56,0.89,1.0,0.89,0.89,0.22,0.78,0.78,0.78,0.78,0.89,0.89,0.22,0.5,0.75,0.5,0.25,0.75,0.11,0.0,0.11,0.0,0.44,0.56,0.56,0.67,0.44,0.11,0.56,0.0
3373,0.78,1.0,0.89,0.44,0.89,1.0,1.0,0.44,0.44,0.33,0.22,0.33,0.56,0.44,0.33,0.75,0.75,0.75,0.25,0.25,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.11,0.11
3374,0.56,0.56,0.78,0.67,0.67,0.33,0.56,0.44,0.33,0.56,0.56,0.56,0.44,0.56,0.56,0.75,0.5,0.5,0.5,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.22,0.33,0.56,0.22,0.11,0.11
3375,0.78,0.78,0.33,0.89,0.11,0.78,0.33,0.56,0.56,0.78,0.44,0.0,1.0,0.22,0.67,0.75,0.75,0.5,1.0,0.5,0.11,0.22,0.11,0.11,1.0,0.11,1.0,1.0,1.0,0.67,1.0,0.0
3376,0.44,0.44,0.44,0.56,0.44,0.56,0.56,0.56,0.56,0.56,0.56,0.44,0.44,0.44,0.56,0.0,0.5,0.5,0.5,0.5,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
3377,0.89,0.67,1.0,1.0,1.0,0.33,0.56,0.44,0.33,0.0,0.0,0.0,0.0,0.0,0.56,1.0,0.75,0.25,0.25,0.75,0.0,0.0,0.56,0.78,0.0,0.0,0.33,0.56,0.22,0.0,0.0,1.0
3378,0.78,0.89,0.11,0.44,0.56,0.56,0.56,0.56,0.56,0.78,0.67,0.56,0.67,0.78,0.33,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.44,0.44,0.0,0.11,0.11
3379,0.67,0.78,0.56,0.11,0.44,0.56,1.0,1.0,0.56,0.67,0.56,1.0,1.0,1.0,0.67,0.75,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.11,0.0,0.0,0.44
3380,0.78,0.89,0.56,0.56,0.67,0.67,0.89,0.33,0.44,0.56,0.22,0.0,0.56,0.44,0.56,0.75,1.0,0.25,0.0,0.25,0.11,0.56,0.0,0.0,1.0,0.67,0.33,0.78,0.56,0.67,0.78,0.22
3381,1.0,0.67,1.0,0.44,0.89,0.44,0.89,0.44,0.56,0.44,0.44,0.0,0.22,1.0,0.56,0.0,0.25,1.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.0,0.0,0.44
3382,0.44,0.22,0.0,0.44,0.11,0.22,0.11,0.0,0.56,0.44,0.33,0.89,0.22,0.22,0.44,1.0,0.25,0.75,0.75,0.75,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
3383,1.0,1.0,1.0,0.67,1.0,0.56,0.44,0.0,0.44,1.0,0.0,0.0,0.56,0.0,0.0,0.75,1.0,0.25,0.25,0.75,0.0,0.22,0.0,0.0,0.0,0.11,0.0,0.44,0.89,0.0,0.22,0.0
3384,0.78,0.89,0.0,0.11,0.11,0.0,0.33,1.0,0.0,0.56,0.22,0.0,0.11,0.11,1.0,1.0,0.75,0.25,0.25,0.25,0.56,0.78,0.0,0.0,1.0,0.67,1.0,1.0,1.0,0.67,1.0,0.0
3385,0.78,0.89,0.0,1.0,0.67,0.67,1.0,0.22,0.56,1.0,0.78,0.78,0.89,1.0,0.0,0.5,0.75,0.75,0.75,0.25,0.0,0.0,0.56,0.0,0.44,0.78,0.78,0.78,0.67,0.0,0.78,0.89
3386,0.67,1.0,1.0,1.0,0.56,0.67,0.67,0.22,0.56,1.0,1.0,0.78,0.89,0.67,0.33,0.5,0.75,0.25,0.25,1.0,0.89,0.44,0.0,0.0,0.44,0.0,0.44,0.44,0.0,0.44,0.44,0.0
3387,0.78,0.78,0.78,0.44,0.33,0.78,0.67,0.0,0.56,0.22,0.0,0.56,0.78,0.78,0.22,0.75,1.0,0.75,0.0,0.75,0.0,0.44,0.0,0.0,1.0,0.22,0.44,0.44,0.78,0.44,0.67,0.44
3388,1.0,0.89,0.78,0.89,1.0,0.89,0.89,0.22,1.0,1.0,0.89,1.0,0.78,0.89,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.44,0.0,0.0,0.0,0.33,0.0,0.44,0.0,0.0,0.44,0.22
3389,0.89,0.78,0.0,0.67,0.89,0.89,1.0,0.11,0.89,0.33,0.11,0.22,0.67,0.33,0.56,0.5,0.75,0.75,0.25,0.75,0.0,0.11,0.11,0.0,1.0,0.78,0.89,0.89,0.44,0.11,0.78,0.11
3390,0.78,0.89,1.0,0.11,0.78,0.11,0.78,0.11,0.67,0.44,0.56,0.22,0.78,0.78,0.78,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,1.0,0.0,0.11,0.89
3391,0.78,0.56,0.89,0.78,0.0,0.56,0.89,0.89,0.22,0.56,0.56,0.56,0.33,0.33,0.33,0.5,0.5,0.75,0.75,0.5,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
3392,0.78,0.78,0.78,0.33,0.56,0.89,0.89,0.33,0.33,0.78,0.33,0.11,0.89,1.0,0.33,0.0,0.75,0.75,0.75,0.5,0.0,0.78,0.11,0.0,1.0,0.0,0.67,0.67,0.78,0.11,0.22,0.0
3393,0.11,0.11,0.56,0.0,0.11,0.22,0.89,0.33,0.0,0.78,0.22,0.89,0.33,0.11,0.0,0.25,0.25,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.22,0.22,1.0,1.0,0.0,0.11,0.0,0.0
3394,0.78,0.89,0.44,0.67,0.33,0.67,0.78,0.33,0.78,0.89,0.89,0.22,0.78,0.78,0.56,0.25,0.75,0.25,0.25,0.25,0.0,0.44,0.0,0.0,1.0,0.44,0.56,0.56,0.0,0.44,0.56,0.0
3395,0.67,0.44,0.0,0.44,1.0,0.56,0.67,0.78,0.33,0.78,0.56,0.78,0.89,0.78,0.22,0.75,0.75,0.0,0.25,0.0,0.0,0.0,0.44,0.0,1.0,0.44,1.0,1.0,0.67,1.0,0.56,0.44
3396,0.22,0.11,0.0,0.44,0.44,0.78,0.78,0.78,0.56,0.0,0.0,0.89,1.0,0.89,0.0,0.0,0.25,1.0,0.5,1.0,0.0,0.33,0.0,0.0,1.0,0.22,1.0,0.44,0.56,0.0,0.0,0.11
3397,0.22,0.44,1.0,0.44,0.0,0.56,0.56,0.0,0.56,0.56,0.33,0.89,1.0,0.22,0.33,1.0,0.25,0.25,0.25,0.5,0.22,0.56,0.44,0.33,0.44,0.33,0.22,0.44,0.33,0.44,0.33,0.44
3398,0.44,0.56,0.0,0.44,0.22,0.56,0.44,0.89,0.56,0.44,0.44,1.0,0.67,0.56,0.89,0.75,0.5,0.25,0.5,0.75,0.33,0.11,0.0,0.0,0.89,0.11,0.67,0.67,0.56,0.22,0.11,0.44
3399,0.67,0.67,0.44,0.11,0.44,0.33,0.56,0.78,0.56,0.89,0.89,0.44,0.33,0.33,0.56,0.75,0.75,0.25,0.5,0.0,0.44,0.0,0.0,0.0,1.0,0.33,1.0,1.0,0.0,1.0,0.44,0.0
3400,1.0,0.44,1.0,0.44,0.33,0.0,1.0,0.0,0.0,0.44,0.44,1.0,0.78,0.56,1.0,0.25,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0
3401,0.78,0.56,0.78,0.78,0.22,0.11,0.22,0.78,0.22,1.0,1.0,0.56,0.33,0.22,0.89,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.44,0.44,0.33,0.11,0.0,0.0
3402,0.89,0.67,0.89,0.78,0.22,0.33,0.11,0.89,0.11,0.78,0.78,0.22,0.11,0.33,0.22,0.25,0.25,1.0,0.75,0.0,0.22,0.11,0.22,0.11,0.0,0.0,0.33,0.11,0.11,0.0,0.0,0.44
3403,0.33,0.67,0.44,0.22,0.89,0.78,0.44,0.67,0.78,0.44,0.56,0.56,0.56,0.78,0.44,0.5,0.25,0.75,0.75,0.25,0.44,0.67,0.44,0.11,0.11,0.11,0.11,0.11,0.67,0.11,0.11,0.67
3404,0.56,0.22,0.0,0.78,1.0,0.0,0.78,0.56,0.22,0.33,0.22,0.67,0.78,1.0,0.33,0.5,1.0,0.0,0.75,0.25,0.56,0.0,0.0,0.0,1.0,0.0,0.44,0.44,0.67,0.22,0.44,0.56
3405,1.0,0.33,0.56,0.78,0.22,0.89,0.67,0.33,0.56,0.11,0.11,0.22,0.11,1.0,0.0,0.25,0.0,0.75,0.5,0.25,0.22,1.0,0.22,0.0,0.0,0.56,0.78,0.56,1.0,0.0,1.0,0.0
3406,0.89,1.0,0.67,0.33,0.78,0.78,0.78,0.33,1.0,0.89,0.44,0.56,0.56,0.44,0.44,0.5,0.75,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.44,0.22,0.78,0.78,1.0,0.0,0.44,0.0
3407,0.89,0.44,0.44,0.22,0.33,0.11,0.89,0.33,0.67,0.89,0.89,0.11,0.67,0.56,0.22,1.0,0.75,0.5,0.0,0.25,0.0,1.0,0.22,0.0,1.0,0.78,1.0,1.0,0.78,0.78,1.0,0.0
3408,0.67,0.78,0.89,0.33,0.56,0.67,0.78,0.11,0.78,0.11,0.0,0.33,0.33,0.33,0.22,0.75,0.75,0.25,0.25,0.25,0.11,0.22,0.22,0.0,1.0,0.22,0.89,1.0,0.78,0.78,0.67,0.78
3409,1.0,1.0,1.0,0.89,1.0,0.89,0.89,0.11,0.89,0.89,0.89,0.11,0.11,0.0,1.0,0.75,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.44,1.0,0.78,0.44,0.44,0.44,0.11
3410,0.78,0.78,0.0,0.44,1.0,1.0,1.0,1.0,1.0,0.0,0.22,0.0,0.0,0.0,1.0,0.75,0.75,0.5,0.25,0.75,0.0,0.0,0.0,0.0,0.44,0.0,1.0,1.0,1.0,0.0,0.44,1.0
3411,1.0,1.0,0.44,0.11,0.44,0.44,0.56,0.78,0.44,0.89,0.89,0.22,0.22,0.22,0.56,1.0,0.75,0.25,0.25,0.0,0.0,0.11,0.0,0.0,0.78,0.0,0.78,0.78,0.67,0.0,0.0,0.0
3412,0.67,0.67,0.0,0.33,0.67,1.0,1.0,0.56,0.67,0.67,0.67,0.89,1.0,1.0,0.0,0.75,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,1.0,0.0,0.0,0.56,0.0
3413,0.78,0.89,0.44,0.44,1.0,0.56,0.89,0.0,0.67,1.0,1.0,0.0,0.56,0.67,0.22,0.5,0.5,0.5,0.5,0.5,0.0,0.44,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.44,0.44,0.0
3414,0.78,0.89,0.22,0.22,0.44,0.67,0.44,0.56,0.33,0.89,0.78,0.22,0.56,0.67,0.44,0.75,0.25,0.25,0.25,0.25,0.22,0.11,0.11,0.0,1.0,0.11,0.89,1.0,0.67,0.33,0.22,0.11
3415,0.22,0.67,0.44,0.67,0.0,0.33,0.22,0.22,0.56,0.56,0.44,0.22,0.78,0.78,0.33,0.5,0.25,0.25,0.75,0.0,0.0,0.0,0.44,0.0,1.0,0.0,0.56,1.0,1.0,0.0,1.0,0.0
3416,0.56,0.89,0.44,0.44,0.78,1.0,0.0,1.0,0.89,0.0,0.0,0.56,0.56,0.56,0.0,1.0,1.0,0.25,1.0,1.0,0.67,0.44,0.0,0.0,0.44,0.0,1.0,1.0,1.0,0.44,0.56,0.67
3417,0.67,0.78,0.67,0.44,0.56,0.78,0.89,0.0,0.22,0.33,0.44,0.22,0.78,1.0,0.78,0.25,1.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.0,0.0,0.0,0.0
3418,0.89,0.78,0.78,0.67,0.33,0.89,0.56,0.22,0.44,0.67,0.22,0.44,0.56,0.89,0.22,0.75,0.5,0.25,0.25,0.25,0.22,0.44,0.78,0.11,0.11,0.56,0.78,0.89,0.89,0.22,0.56,0.11
3419,0.78,0.0,0.0,0.67,0.44,0.44,0.89,0.22,0.67,0.78,0.11,0.11,0.56,0.67,0.78,0.75,0.5,0.5,0.25,0.0,0.11,0.11,0.11,0.0,1.0,0.56,1.0,1.0,0.89,0.67,0.78,0.0
3420,0.89,1.0,1.0,0.67,0.78,0.22,0.67,0.67,0.33,0.78,0.89,0.33,0.78,0.89,0.22,0.5,0.75,0.5,0.5,0.5,0.0,0.0,0.0,0.11,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.11
3421,0.33,0.44,1.0,0.33,0.56,0.22,0.44,0.67,0.78,0.78,0.56,0.22,0.11,0.33,0.22,0.25,0.0,1.0,0.75,0.5,0.33,0.11,0.11,0.22,0.11,0.33,0.56,0.44,0.0,0.0,0.11,0.11
3422,0.78,0.89,0.22,0.67,0.78,0.67,1.0,0.56,0.67,0.89,0.89,0.22,0.33,0.33,0.33,0.75,0.5,0.5,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.44,1.0,1.0,0.0,1.0,1.0,0.0
3423,0.67,0.67,0.0,0.44,0.56,0.56,0.67,0.56,0.56,0.67,0.56,0.56,0.67,0.78,0.56,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.56,0.0,0.44,0.44
3424,1.0,1.0,1.0,0.56,0.56,0.67,0.44,0.44,0.56,0.78,0.0,0.0,0.11,0.0,1.0,0.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.78,0.0,0.44,1.0,0.0,0.0,0.0,0.0
3425,1.0,1.0,1.0,0.56,0.44,0.44,0.78,0.56,0.56,0.67,0.56,0.44,0.44,0.44,0.44,0.75,0.25,0.5,0.5,0.75,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.56,0.0,0.0,0.0
